"ID.Cell.per.Trip","Area","Site","Year","Total.Angler.Hours","Grid.Cell.ID","Barred Sand Bass","Bat Ray","Big Skate","Bigmouth Sole","Black-and-Yellow Rockfish","Black Rockfish","Blacksmith","Blue Rockfish","Bocaccio","Brown Rockfish","Buffalo Sculpin","Bull Sculpin","Cabezon","Calico Rockfish","California Halibut","California Lizardfish","California Scorpionfish","California Sheephead","Canary Rockfish","Chilipepper Rockfish","China Rockfish","Chinook Salmon","Common Thresher Shark","Copper Rockfish","Deacon Rockfish","Fantail Sole","Finescale Triggerfish","Flag Rockfish","Freckled Rockfish","Garibaldi","Giant Sea Bass","Gopher Rockfish","Grass Rockfish","Halfmoon","Honeycomb Rockfish","Jack Mackerel","Jack Smelt","Kelp Bass","Kelp Greenling","Kelp Rockfish","Lingcod","Longfin Sanddab","Mackerel (Family Scombridae)","Northern Anchovy","Ocean Sunfish","Ocean Whitefish","Olive or Yellowtail Rockfish","Olive Rockfish","Opaleye","Pacific  (Chub) Mackerel","Pacific Barracuda","Pacific Bonito","Pacific Halibut","Pacific Sanddab","Pacific Sardine","Painted Greenling","Pelagic Stingray","Petrale Sole","Pile Perch","Quillback Rockfish","Rock Greenling","Rock Sole","Rock Wrasse","Rosy Rockfish","Rubberlip Seaperch","Salema","Sand Sole","Sanddab spp.","Sarcastic Fringehead","Sargo","Scalyhead Sculpin","Senorita","Sharpnose Surfperch","Silversides (Family Atherinopsidae)","Soupfin Shark","Speckled Sanddab","Spiny Dogfish","Squarespot Rockfish","Starry Rockfish","Starry Skate","Striped Seaperch","Tiger Rockfish","Top smelt","Treefish","Tubesnout","UnID Blue Rockfish","Unknown","Unknown rockfish","Vermilion Rockfish","White Croaker","White Seabass","Widow Rockfish","Wolf Eel","Yelloweye Rockfish","Yellowfin Croaker","Yellowtail Jack","Yellowtail Rockfish","Total"
"ANR09230810","Ano Nuevo","REF",2008,6.75,"AN10",0,0,0,0,0,1.62871682289592,0,0.88700396510733,0,0,0,0,0,0,0,0,0,0,0.145333249394328,0,0.0479169418084522,0,0,0,0,0,0,0,0,0,0,0.400586886355059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08349225796486,0,0,0,0,0,0,0,0,3.19305012352595
"ANR09230811","Ano Nuevo","REF",2008,6.742500008,"AN11",0,0,0,0,0,0.498303801808408,0,0.042008894543612,0,0,0,0,0.264346406716726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709203478193749,0,0,0,0,0,0,0.0904647520729835,0,0,0,0.0105705631007211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANR09241301","Ano Nuevo","REF",2013,8.102500004,"AN01",0,0,0,0,0,3.18104863995495,0,0.0518300577308241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014422866723845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24730156440962
"ANR09241303","Ano Nuevo","REF",2013,8.256111111,"AN03",0,0,0,0,0,20.0414796660439,0,1.27696403770835,0,0,0,0,0,0,0,0,0,0,0,0,0.0627769725673169,0,0,0,0.520464039856158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869574559356857,0,0,0,0,0,0,0.206991472992609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182085859820439,23.1603366083456
"ANR09241309","Ano Nuevo","REF",2013,8.227222233,"AN09",0,0,0,0,0,9.32497527046487,0,0.781618737287066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304983231624445,0,0,0,0,0,0,0.106842081239444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2439344121538
"ANR09241311","Ano Nuevo","REF",2013,8.224999992,"AN11",0,0,0,0,0,5.01008172761598,0,0.477279586370396,0,0.0711914290690768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55855274305546
"ANR09250807","Ano Nuevo","REF",2008,7.2675,"AN07",0,0,0,0,0,2.2988194612755,0,0.577529555144477,0,0,0,0,0,0,0,0,0,0,0.218251771041596,0,0,0,0,0,0,0,0,0,0,0,0,0.201028844696601,0,0,0,0,0,0,0.0766492885933558,0,1.50055446546295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202045896893751,0,0,0,0,0,0,0,0,5.07487928310823
"ANR09250808","Ano Nuevo","REF",2008,6.783333344,"AN08",0,0,0,0,0,3.83189159871729,0,1.24790880629922,0,0,0,0,0.262755132176841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191434989963357,0,0,0,0,0,0,0,0,1.22458539551124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75857592266794
"ANR09250809","Ano Nuevo","REF",2008,6.634166688,"AN09",0,0,0,0,0,0.709704466506712,0,0.218440627127923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258862376450358,0,0,0,0,0,0,0.119713499547297,0.110867653531204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445228238493551,0,0,0,0,0,0,0,0,1.46211144701285
"ANR09250811","Ano Nuevo","REF",2008,6.8425,"AN11",0,0,0,0,0,0.141491922887493,0,0.310771632624817,0,0,0,0,0.121582305540819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80328719276041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37713305381354
"ANR09271602","Ano Nuevo","REF",2016,8.433333333,"AN02",0,0,0,0,0,2.68899369269166,0,0.978673190679087,0,0,0,0,0.34867321728333,0,0,0,0,0,0,0,0.0926524650214582,0,0,0,0.0200438609391369,0,0,0,0,0,0,0.183938791157843,0,0,0,0,0,0,0,0,0.0241504045262435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33712562229876
"ANR09271603","Ano Nuevo","REF",2016,8.816666667,"AN03",0,0,0,0,0,1.9101708501509,0,2.49208850545676,0,0,0,0,0.163853243388947,0,0,0,0,0,0,0,0.0318563876336455,0,0,0.0786968908623141,0.0219952628019739,0,0,0,0,0,0,0.039292385114984,0,0,0,0,0,0,0.140614632585999,0,1.19372260211815,0,0,0,0,0,0,0.109877466741809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18216822685549
"ANR09271607","Ano Nuevo","REF",2016,8.856666666,"AN07",0,0,0,0,0,1.88118259305901,0,2.62270096916578,0,0,0,0,0,0,0,0,0,0,0.206650589250222,0,0,0,0,0,0.250083161042524,0,0,0,0,0,0,0.151639250105431,0,0,0,0,0,0,0.0688699952903714,0,0.618947016201459,0,0,0,0,0,0,0.0207539857207944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863493381549236,0,0,0,0,0,0,0,0.0618725169639707,5.96904941495449
"ANR09271610","Ano Nuevo","REF",2016,8.978333334,"AN10",0,0,0,0,0,1.54331968660542,0,2.6009596680372,0,0,0,0,0.14954227913165,0,0,0,0,0,0,0,0.193369646186767,0,0,0,0.0514398421497955,0,0,0,0,0,0,0.726987043295201,0,0,0,0,0,0,0.259744878977787,0,2.75137961399414,0,0,0,0,0,0,0.233730340087274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225956017006875,0,0,0,0,0,0,0,0.142342278679769,8.87877129415188
"ANR09281301","Ano Nuevo","REF",2013,8.216666663,"AN01",0,0,0,0,0,9.90062176503799,0,1.17325147591797,0,0,0,0,0,0,0,0,0,0,0,0,0.0779646781298481,0,0,0,0.126871104230761,0,0,0,0,0,0,0.0510613149639945,0,0,0,0,0,0,0,0,0.964543624271633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546205389696797,0,0,0,0,0,0,0,0,12.3489345015219
"ANR09281304","Ano Nuevo","REF",2013,8.249444459,"AN04",0,0,0,0,0,7.67253988374432,0,0.433716048746056,0,0,0,0,0,0,0,0,0,0,0.142676542251646,0,0,0,0,0,0.362868175050025,0,0,0,0,0,0,0.0187880011391186,0,0,0,0,0,0,0,0,0.32965641332909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32800213895176,9.28824720321202
"ANR09281310","Ano Nuevo","REF",2013,8.2638889,"AN10",0,0,0,0,0,9.23988066533447,0,1.23651213044581,0,0,0,0,0,0,0,0,0,0,0,0,0.0443326114252729,0,0,0,0.601486877354129,0,0,0,0,0,0,0.0838413648349524,0,0,0,0,0,0,0.108434888683241,0,0,0,0,0,0,0,0,0.149723765720772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166386771569097,0,0,0,0,0,0,0,0.0241820647717994,11.6547811401395
"ANR09281311","Ano Nuevo","REF",2013,8.158333318,"AN11",0,0,0,0,0,3.59457949662219,0,0.33863088685894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175253700959771,0,0,0,0,0,0,0.0937504623551192,0,0.130167469175539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33238201597156
"ANR09291602","Ano Nuevo","REF",2016,8.4,"AN02",0,0,0,0,0,1.5750758315278,0,0.289250269765066,0,0,0,0,0,0,0,0,0,0,0,0,0.0385046853817919,0,0,0,0,0,0,0,0,0,0,0.278785957921757,0,0,0,0,0,0,0.129513383371242,0,0.419897197535799,0,0,0,0,0,0,0.0166566477016064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74768397320507
"ANR09291603","Ano Nuevo","REF",2016,8.825000001,"AN03",0,0,0,0,0,1.13564467170983,0,1.26079056878353,0,0,0,0,0.50904350178351,0,0,0,0,0,0.122834296245924,0,0,0,0,0,0,0,0,0,0,0,0,0.133707769138478,0,0,0,0,0,0,0.144238752533018,0,1.6433288720121,0,0,0,0,0,0,0.037704637221899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98729306942828
"ANR09291605","Ano Nuevo","REF",2016,7.991666667,"AN05",0,0,0,0,0,2.37907843807416,0,2.33633966023201,0,0,0,0,0,0,0,0,0,0,0.0955123096960187,0,0.072229452476665,0,0,0,0,0,0,0,0,0,0,0.0574923555879524,0,0,0,0,0,0,0.151375497187572,0,0,0,0,0,0,0,0,0.0295629941430405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280388242676096,0,0,0,0,0,0,0,0,5.40197895007352
"ANR09291609","Ano Nuevo","REF",2016,8.966666667,"AN09",0,0,0,0,0,2.42111416887637,0,1.95796512847933,0,0,0,0,0.257835477578435,0,0,0,0,0,0,0,0.0240316333494869,0,0,0,0,0,0,0,0,0,0,0.403994161584009,0,0,0,0,0,0,0.105523667470795,0,0.28911998689254,0,0,0,0,0,0,0.164414982739725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62399920697069
"ANR10080701","Ano Nuevo","REF",2007,4.231668801,"AN01",0,0,0,0,0,1.56879929252107,0,0.762681056760246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33148034928132
"ANR10080707","Ano Nuevo","REF",2007,4.608306666,"AN07",0,0,0,0,0,2.01785698680167,0,0.293826429202875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292443109900766,0,0,0,0,0,0,0.0817682384434346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100684640711224,2.78657940505997
"ANR10080708","Ano Nuevo","REF",2007,4.466666667,"AN08",0,0,0,0,0,1.89082229881603,0,0.385668313697832,0,0,0,0,0,0,0,0,0,0,0.106640002123646,0,0.158640984043843,0,0,0,0,0,0,0,0,0,0,0.382185075405607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204411939315389,3.12836861340234
"ANR10080710","Ano Nuevo","REF",2007,4.656667733,"AN10",0,0,0,0,0,2.0715685086289,0,0.0946507348210916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223641321243255,0,0,0,0,0,0,0.0896319463716021,0,0.389105330108614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295275908335179,0,0,0,0,0,0,0,0,3.16387374950865
"ANR10110702","Ano Nuevo","REF",2007,4.455001068,"AN02",0,0,0,0,0,0.619369203238541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941759155676136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128264683243317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395686186793286,0.765940205809814
"ANR10110705","Ano Nuevo","REF",2007,4.761666667,"AN05",0,0,0,0,0,1.30146352519998,0,1.25586645810375,0,0,0,0,0,0,0,0,0,0,0,0,0.134534778782542,0,0,0,0,0,0,0,0,0,0,0.0964913703312678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78835613241754
"ANR10110706","Ano Nuevo","REF",2007,4.525000001,"AN06",0,0,0,0,0,0.0904107283744909,0,0.0417904051533041,0,0,0,0,0,0,0,0,0,0,0,0,0.102456599952376,0,0,0,0,0,0,0,0,0,0,0.330705731934379,0.113185019923578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678548485338128
"ANR10110711","Ano Nuevo","REF",2007,4.495000001,"AN11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102215737854802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102215737854802
"BHM07241911","Bodega Head","MPA",2019,6.575,"BH11",0,0,0,0,0,0,0,0,0,1.00812774444279,0.0489634049159261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583874257363949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64096540672267
"BHM07241919","Bodega Head","MPA",2019,9,"BH19",0,0,0,0,0,0,0,0,0,1.52564382752569,0,0,0,0,0,0,0,0,0,0,0.0787329328276345,0,0,0.374920609561055,0,0,0,0,0,0,0,0.67940700257264,0,0,0,0,0,0,0.229504791612116,0,0.55777957548489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036647314073377,0,0,0,0,0,0,0,0,3.4826360536574
"BHM08042114","Bodega Head","MPA",2021,6.266666666,"BH14",0,0,0,0,0,0,0,0,0,0.0934387505722209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147975632838617,0,0.506579577543427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHM08042119","Bodega Head","MPA",2021,5.316666666,"BH19",0,0,0,0,0,0.456395850817067,0,0.0462462665652166,0,2.22370759735962,0,0,0,0,0,0,0,0,4.18015657388241,0,0.329049445446105,0,0,1.38210121641514,0.566528900204687,0,0,0,0,0,0,0.665851031566083,0,0,0,0,0,0,0,0,0.0165538205759096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143843380243969,0,0,0,0,0,0,0,0,10.0104340830762
"BHM08062108","Bodega Head","MPA",2021,4.466666667,"BH08",0,0,0,0,0,5.65855614805904,0,1.36414021750815,0,2.768348728583,0,0,0,0,0,0,0,0,0,0,0.691100253785242,0,0,0.807739628713956,1.17892088820742,0,0,0,0,0,0,1.67144367572113,0,0,0,0,0,0,0,0,1.81468927991158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783086132103957,0,0,0,0,0,0,0,0,16.7380249525935
"BHM08062113","Bodega Head","MPA",2021,4.5,"BH13",0,0,0,0,0,0.150933946308976,0,0.00577234261068549,0,4.4027956665748,0,0,0,0,0,0,0,0,0.863707432936601,0,0,0,0,0.232185432740741,0.269996837133798,0,0,0,0,0,0,0.591058782146572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702483890760017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434186632364415,0,0,0,0,0,0,0,0,7.02088546189259
"BHM08102014","Bodega Head","MPA",2020,4.324999999,"BH14",0,0,0,0,0,0,0,0,0,1.22533930946353,0.0407971415191573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148574857789644,0,0,0,0,0,0,0.167859857840243,0,0.838712716877231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42128388348981
"BHM08102019","Bodega Head","MPA",2020,4.416666667,"BH19",0,0,0,0,0,0.385853803361768,0,0.06413093700566,0,0.437097933456456,0,0,0,0,0,0,0,0,0,0,0.194514218891369,0,0,0,0,0,0,0,0,0,0,0.945926799546257,0,0,0,0,0,0,0,0,0.880290121546545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90781381380805
"BHM08132007","Bodega Head","MPA",2020,4.858333333,"BH07",0,0,0,0,0.176098664211365,1.13646929203545,0,0.0739862093508024,0,2.50786668077904,0,0,0,0,0,0,0,0,0,0,0.595681379977624,0,0,0.0526757389862806,0,0,0,0,0,0,0,0.916392096052286,0,0,0,0,0,0,0.931657034303118,0,2.03890608102095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133190419784081,0,0,0,0,0,0,0,0,8.56292359650101
"BHM08132016","Bodega Head","MPA",2020,4.4,"BH16",0,0,0,0,0,0.95702761495394,0,0,0,2.95758569035479,0,0,0,0,0,0,0,0,0.11963072742881,0,1.14068353094133,0,0,1.31441758045944,1.31794363734589,0,0,0,0,0,0,1.3961639426336,0,0,0,0,0,0,0.508651844494878,0,0.452666446912635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152648338404283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236773661830831,0,0,0,0,0,0,0,0,10.5541930157604
"BHM08152010","Bodega Head","MPA",2020,4.658333333,"BH10",0,0,0,0,0,1.54219595164285,0,0,0,2.21333146315743,0,0,0,0,0,0,0,0,3.67118221560857,0,0.152113716386279,0,0,1.29552767426693,0.800538924304983,0,0,0,0,0,0,0.862842144111319,0,0,0,0,0,0,0.27395936943806,0,2.01832671805215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116348282949019,0,0,0,0,0,0,0,0,12.9463664599176
"BHM08152020","Bodega Head","MPA",2020,4.55,"BH20",0,0,0,0,0,0,0,0,0,2.98593636551821,0.106755840783644,0,0,0,0,0,0,0,0,0,0,0,0,0.167439110494843,0,0,0,0,0,0,0,0.203981039197335,0,0,0,0,0,0,0.203805267184618,0,0.430519714199014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09843733737767
"BHM08191917","Bodega Head","MPA",2019,8.883333333,"BH17",0,0,0,0,0,0,0,0,0,1.24231964664927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429899629222242,0,0,0,0,0,0,0.19324536897439,0,0.679596816634319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1581517951802
"BHM08191919","Bodega Head","MPA",2019,9.033333334,"BH19",0,0,0,0,0,0,0,0,0,0.595289640918268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586254253845232,0,0,0,0,0,0,0,0.52640304555357,0,0,0,0,0,0,0,0,0.679081262231688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38702820254876
"BHM08211908","Bodega Head","MPA",2019,7.816666667,"BH08",0,0,0,0,0,0.851161065278173,0,2.16376871143057,0,1.91760729374033,0,0,0,0,0,0,0,0,0,0,1.16394251495064,0,0,0.769270961026145,0.290575836806814,0,0,0,0,0,0,1.21025834357481,0,0,0,0,0,0,0.11996425357261,0,1.31691020751257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.80345918789266
"BHM08211916","Bodega Head","MPA",2019,8.866666667,"BH08",0,0,0,0,0,0.206828140778057,0,0.0816543602836775,0,1.92535590445068,0,0,0,0,0,0,0,0,0.801384277589453,0,0.168041223726629,0,0,0.883650875921731,0.600091271148828,0,0,0,0,0,0,0.270710961630592,0,0,0,0,0,0,0.0572246582662746,0,2.01135694774223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11017773865003,0,0,0,0,0,0,0,0,7.11647636018818
"BHM08241916","Bodega Head","MPA",2019,8.516666667,"BH16",0,0,0,0,0,0.0535170198639554,0,0.0259703409239781,0,2.3034671396789,0,0,0,0,0,0,0,0,0.0975999542534095,0,0,0,0,0.673644803502742,0.0865729515462333,0,0,0,0,0,0,0.898405425349099,0,0,0,0,0,0,0.0716194040961178,0,1.24880434068063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770597520245136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013685318487564,5.55034645040714
